event_id,context,pid,engine_step_id,forward_id,phase,total_num_scheduled_tokens,layer_id,layer_type,q_len,process_order,process_id,process_title,hiptx_label,status,error,start_ns,end_ns,duration_ns,hidden_shape,source_csv
input1_layer3,16-32K,72641,1,1,prefill_chunk,4096,3,full_attention,4096,11,post_attention_rmsnorm,Post-Attention RMSNorm,vllm_process_latency|ctx=16-32K|event=input1_layer3|layer=3|q_len=4096|process=11|id=post_attention_rmsnorm|name=post_attention_rmsnorm,ok,,2435855924528559,2435855930947637,6419078,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input1_layer3,16-32K,72641,1,1,prefill_chunk,4096,3,full_attention,4096,12,mlp_and_layer_output,MLP And Layer Output Tuple,vllm_process_latency|ctx=16-32K|event=input1_layer3|layer=3|q_len=4096|process=12|id=mlp_and_layer_output|name=mlp_and_layer_output,ok,,2435855932817883,2435855940838234,8020351,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input2_layer31,16-32K,72641,2,2,prefill_chunk,4096,31,full_attention,4096,1,runtime_inputs,Runtime FX Inputs,vllm_process_latency|ctx=16-32K|event=input2_layer31|layer=31|q_len=4096|process=01|id=runtime_inputs|name=runtime_inputs,ok,,2435858968637790,2435858968747251,109461,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input2_layer31,16-32K,72641,2,2,prefill_chunk,4096,31,full_attention,4096,2,pre_attention_residual_rmsnorm,Pre-Attention Residual Add And Input RMSNorm,vllm_process_latency|ctx=16-32K|event=input2_layer31|layer=31|q_len=4096|process=02|id=pre_attention_residual_rmsnorm|name=pre_attention_residual_rmsnorm,ok,,2435858971543976,2435858972143181,599205,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input2_layer31,16-32K,72641,2,2,prefill_chunk,4096,31,full_attention,4096,3,qkv_projection_and_split,Fused Q/Gate/K/V Projection And Head Reshape,vllm_process_latency|ctx=16-32K|event=input2_layer31|layer=31|q_len=4096|process=03|id=qkv_projection_and_split|name=qkv_projection_and_split,ok,,2435858973830306,2435858976275768,2445462,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input2_layer31,16-32K,72641,2,2,prefill_chunk,4096,31,full_attention,4096,4,q_head_rmsnorm,Q Head RMSNorm,vllm_process_latency|ctx=16-32K|event=input2_layer31|layer=31|q_len=4096|process=04|id=q_head_rmsnorm|name=q_head_rmsnorm,ok,,2435858977813381,2435858978294166,480785,"[4096,6144]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input2_layer31,16-32K,72641,2,2,prefill_chunk,4096,31,full_attention,4096,5,k_head_rmsnorm,K Head RMSNorm,vllm_process_latency|ctx=16-32K|event=input2_layer31|layer=31|q_len=4096|process=05|id=k_head_rmsnorm|name=k_head_rmsnorm,ok,,2435858979752779,2435858980028911,276132,"[4096,1024]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input2_layer31,16-32K,72641,2,2,prefill_chunk,4096,31,full_attention,4096,6,mrope_table_lookup,MROPE Cos/Sin Table Lookup And Axis Remap,vllm_process_latency|ctx=16-32K|event=input2_layer31|layer=31|q_len=4096|process=06|id=mrope_table_lookup|name=mrope_table_lookup,ok,,2435858981501544,2435858982008119,506575,"[3,4096]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input2_layer31,16-32K,72641,2,2,prefill_chunk,4096,31,full_attention,4096,7,q_rope_apply,Q RoPE Application,vllm_process_latency|ctx=16-32K|event=input2_layer31|layer=31|q_len=4096|process=07|id=q_rope_apply|name=q_rope_apply,ok,,2435858983308950,2435858984014136,705186,"[4096,6144]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input2_layer31,16-32K,72641,2,2,prefill_chunk,4096,31,full_attention,4096,8,k_rope_apply,K RoPE Application,vllm_process_latency|ctx=16-32K|event=input2_layer31|layer=31|q_len=4096|process=08|id=k_rope_apply|name=k_rope_apply,ok,,2435858985479429,2435858985790062,310633,"[4096,1024]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input2_layer31,16-32K,72641,2,2,prefill_chunk,4096,31,full_attention,4096,9,vllm_attention_and_kv_cache,vLLM Attention And KV Cache Update,vllm_process_latency|ctx=16-32K|event=input2_layer31|layer=31|q_len=4096|process=09|id=vllm_attention_and_kv_cache|name=vllm_attention_and_kv_cache,ok,,2435858987356826,2435859139294587,151937761,"[4096,6144]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input2_layer31,16-32K,72641,2,2,prefill_chunk,4096,31,full_attention,4096,10,attention_gate_projection_residual,"Attention Gate, Output Projection, And Residual",vllm_process_latency|ctx=16-32K|event=input2_layer31|layer=31|q_len=4096|process=10|id=attention_gate_projection_residual|name=attention_gate_projection_residual,ok,,2435859141645628,2435859143070230,1424602,"[4096,6144]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input2_layer31,16-32K,72641,2,2,prefill_chunk,4096,31,full_attention,4096,11,post_attention_rmsnorm,Post-Attention RMSNorm,vllm_process_latency|ctx=16-32K|event=input2_layer31|layer=31|q_len=4096|process=11|id=post_attention_rmsnorm|name=post_attention_rmsnorm,ok,,2435859144642634,2435859145399351,756717,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input2_layer31,16-32K,72641,2,2,prefill_chunk,4096,31,full_attention,4096,12,mlp_and_layer_output,MLP And Layer Output Tuple,vllm_process_latency|ctx=16-32K|event=input2_layer31|layer=31|q_len=4096|process=12|id=mlp_and_layer_output|name=mlp_and_layer_output,ok,,2435859147111616,2435859155090607,7978991,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input4_layer59,16-32K,72641,4,4,prefill_chunk,4096,59,full_attention,4096,1,runtime_inputs,Runtime FX Inputs,vllm_process_latency|ctx=16-32K|event=input4_layer59|layer=59|q_len=4096|process=01|id=runtime_inputs|name=runtime_inputs,ok,,2435871410030867,2435871410135698,104831,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input4_layer59,16-32K,72641,4,4,prefill_chunk,4096,59,full_attention,4096,2,pre_attention_residual_rmsnorm,Pre-Attention Residual Add And Input RMSNorm,vllm_process_latency|ctx=16-32K|event=input4_layer59|layer=59|q_len=4096|process=02|id=pre_attention_residual_rmsnorm|name=pre_attention_residual_rmsnorm,ok,,2435871413086524,2435871413692529,606005,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input4_layer59,16-32K,72641,4,4,prefill_chunk,4096,59,full_attention,4096,3,qkv_projection_and_split,Fused Q/Gate/K/V Projection And Head Reshape,vllm_process_latency|ctx=16-32K|event=input4_layer59|layer=59|q_len=4096|process=03|id=qkv_projection_and_split|name=qkv_projection_and_split,ok,,2435871415660947,2435871418130919,2469972,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input4_layer59,16-32K,72641,4,4,prefill_chunk,4096,59,full_attention,4096,4,q_head_rmsnorm,Q Head RMSNorm,vllm_process_latency|ctx=16-32K|event=input4_layer59|layer=59|q_len=4096|process=04|id=q_head_rmsnorm|name=q_head_rmsnorm,ok,,2435871419693963,2435871420172067,478104,"[4096,6144]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input4_layer59,16-32K,72641,4,4,prefill_chunk,4096,59,full_attention,4096,5,k_head_rmsnorm,K Head RMSNorm,vllm_process_latency|ctx=16-32K|event=input4_layer59|layer=59|q_len=4096|process=05|id=k_head_rmsnorm|name=k_head_rmsnorm,ok,,2435871421602030,2435871421878122,276092,"[4096,1024]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input4_layer59,16-32K,72641,4,4,prefill_chunk,4096,59,full_attention,4096,6,mrope_table_lookup,MROPE Cos/Sin Table Lookup And Axis Remap,vllm_process_latency|ctx=16-32K|event=input4_layer59|layer=59|q_len=4096|process=06|id=mrope_table_lookup|name=mrope_table_lookup,ok,,2435871423312095,2435871423815470,503375,"[3,4096]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input4_layer59,16-32K,72641,4,4,prefill_chunk,4096,59,full_attention,4096,7,q_rope_apply,Q RoPE Application,vllm_process_latency|ctx=16-32K|event=input4_layer59|layer=59|q_len=4096|process=07|id=q_rope_apply|name=q_rope_apply,ok,,2435871425327423,2435871425955639,628216,"[4096,6144]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input4_layer59,16-32K,72641,4,4,prefill_chunk,4096,59,full_attention,4096,8,k_rope_apply,K RoPE Application,vllm_process_latency|ctx=16-32K|event=input4_layer59|layer=59|q_len=4096|process=08|id=k_rope_apply|name=k_rope_apply,ok,,2435871427381991,2435871427701914,319923,"[4096,1024]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input4_layer59,16-32K,72641,4,4,prefill_chunk,4096,59,full_attention,4096,9,vllm_attention_and_kv_cache,vLLM Attention And KV Cache Update,vllm_process_latency|ctx=16-32K|event=input4_layer59|layer=59|q_len=4096|process=09|id=vllm_attention_and_kv_cache|name=vllm_attention_and_kv_cache,ok,,2435871429248808,2435871781314238,352065430,"[4096,6144]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input4_layer59,16-32K,72641,4,4,prefill_chunk,4096,59,full_attention,4096,10,attention_gate_projection_residual,"Attention Gate, Output Projection, And Residual",vllm_process_latency|ctx=16-32K|event=input4_layer59|layer=59|q_len=4096|process=10|id=attention_gate_projection_residual|name=attention_gate_projection_residual,ok,,2435871783183884,2435871784535266,1351382,"[4096,6144]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input4_layer59,16-32K,72641,4,4,prefill_chunk,4096,59,full_attention,4096,11,post_attention_rmsnorm,Post-Attention RMSNorm,vllm_process_latency|ctx=16-32K|event=input4_layer59|layer=59|q_len=4096|process=11|id=post_attention_rmsnorm|name=post_attention_rmsnorm,ok,,2435871786251171,2435871786996448,745277,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input4_layer59,16-32K,72641,4,4,prefill_chunk,4096,59,full_attention,4096,12,mlp_and_layer_output,MLP And Layer Output Tuple,vllm_process_latency|ctx=16-32K|event=input4_layer59|layer=59|q_len=4096|process=12|id=mlp_and_layer_output|name=mlp_and_layer_output,ok,,2435871788790184,2435871796549343,7759159,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/16-32K/trace/process_latency_events.csv
input1_layer3,4-8K,69298,1,1,prefill_chunk,4096,3,full_attention,4096,1,runtime_inputs,Runtime FX Inputs,vllm_process_latency|ctx=4-8K|event=input1_layer3|layer=3|q_len=4096|process=01|id=runtime_inputs|name=runtime_inputs,ok,,2435164579760622,2435164579802673,42051,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer3,4-8K,69298,1,1,prefill_chunk,4096,3,full_attention,4096,2,pre_attention_residual_rmsnorm,Pre-Attention Residual Add And Input RMSNorm,vllm_process_latency|ctx=4-8K|event=input1_layer3|layer=3|q_len=4096|process=02|id=pre_attention_residual_rmsnorm|name=pre_attention_residual_rmsnorm,ok,,2435164583664607,2435164584049051,384444,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer3,4-8K,69298,1,1,prefill_chunk,4096,3,full_attention,4096,3,qkv_projection_and_split,Fused Q/Gate/K/V Projection And Head Reshape,vllm_process_latency|ctx=4-8K|event=input1_layer3|layer=3|q_len=4096|process=03|id=qkv_projection_and_split|name=qkv_projection_and_split,ok,,2435164585612734,2435164587927415,2314681,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer3,4-8K,69298,1,1,prefill_chunk,4096,3,full_attention,4096,4,q_head_rmsnorm,Q Head RMSNorm,vllm_process_latency|ctx=4-8K|event=input1_layer3|layer=3|q_len=4096|process=04|id=q_head_rmsnorm|name=q_head_rmsnorm,ok,,2435164589469229,2435164589938603,469374,"[4096,6144]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer3,4-8K,69298,1,1,prefill_chunk,4096,3,full_attention,4096,5,k_head_rmsnorm,K Head RMSNorm,vllm_process_latency|ctx=4-8K|event=input1_layer3|layer=3|q_len=4096|process=05|id=k_head_rmsnorm|name=k_head_rmsnorm,ok,,2435164591517307,2435164591809160,291853,"[4096,1024]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer3,4-8K,69298,1,1,prefill_chunk,4096,3,full_attention,4096,6,mrope_table_lookup,MROPE Cos/Sin Table Lookup And Axis Remap,vllm_process_latency|ctx=4-8K|event=input1_layer3|layer=3|q_len=4096|process=06|id=mrope_table_lookup|name=mrope_table_lookup,ok,,2435164593313883,2435164593843158,529275,"[3,4096]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer3,4-8K,69298,1,1,prefill_chunk,4096,3,full_attention,4096,7,q_rope_apply,Q RoPE Application,vllm_process_latency|ctx=4-8K|event=input1_layer3|layer=3|q_len=4096|process=07|id=q_rope_apply|name=q_rope_apply,ok,,2435164595173900,2435164595932696,758796,"[4096,6144]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer3,4-8K,69298,1,1,prefill_chunk,4096,3,full_attention,4096,8,k_rope_apply,K RoPE Application,vllm_process_latency|ctx=4-8K|event=input1_layer3|layer=3|q_len=4096|process=08|id=k_rope_apply|name=k_rope_apply,ok,,2435164597343759,2435164597878604,534845,"[4096,1024]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer3,4-8K,69298,1,1,prefill_chunk,4096,3,full_attention,4096,9,vllm_attention_and_kv_cache,vLLM Attention And KV Cache Update,vllm_process_latency|ctx=4-8K|event=input1_layer3|layer=3|q_len=4096|process=09|id=vllm_attention_and_kv_cache|name=vllm_attention_and_kv_cache,ok,,2435164599174665,2435164671202917,72028252,"[4096,6144]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer3,4-8K,69298,1,1,prefill_chunk,4096,3,full_attention,4096,10,attention_gate_projection_residual,"Attention Gate, Output Projection, And Residual",vllm_process_latency|ctx=4-8K|event=input1_layer3|layer=3|q_len=4096|process=10|id=attention_gate_projection_residual|name=attention_gate_projection_residual,ok,,2435164673689979,2435164675058391,1368412,"[4096,6144]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer3,4-8K,69298,1,1,prefill_chunk,4096,3,full_attention,4096,11,post_attention_rmsnorm,Post-Attention RMSNorm,vllm_process_latency|ctx=4-8K|event=input1_layer3|layer=3|q_len=4096|process=11|id=post_attention_rmsnorm|name=post_attention_rmsnorm,ok,,2435164676722116,2435164681739080,5016964,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer3,4-8K,69298,1,1,prefill_chunk,4096,3,full_attention,4096,12,mlp_and_layer_output,MLP And Layer Output Tuple,vllm_process_latency|ctx=4-8K|event=input1_layer3|layer=3|q_len=4096|process=12|id=mlp_and_layer_output|name=mlp_and_layer_output,ok,,2435164683457346,2435164691706099,8248753,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer31,4-8K,69298,1,1,prefill_chunk,4096,31,full_attention,4096,1,runtime_inputs,Runtime FX Inputs,vllm_process_latency|ctx=4-8K|event=input1_layer31|layer=31|q_len=4096|process=01|id=runtime_inputs|name=runtime_inputs,ok,,2435165366021983,2435165366074884,52901,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer31,4-8K,69298,1,1,prefill_chunk,4096,31,full_attention,4096,2,pre_attention_residual_rmsnorm,Pre-Attention Residual Add And Input RMSNorm,vllm_process_latency|ctx=4-8K|event=input1_layer31|layer=31|q_len=4096|process=02|id=pre_attention_residual_rmsnorm|name=pre_attention_residual_rmsnorm,ok,,2435165368187803,2435165368575516,387713,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer31,4-8K,69298,1,1,prefill_chunk,4096,31,full_attention,4096,3,qkv_projection_and_split,Fused Q/Gate/K/V Projection And Head Reshape,vllm_process_latency|ctx=4-8K|event=input1_layer31|layer=31|q_len=4096|process=03|id=qkv_projection_and_split|name=qkv_projection_and_split,ok,,2435165370071749,2435165372425850,2354101,"[4096,5120]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer31,4-8K,69298,1,1,prefill_chunk,4096,31,full_attention,4096,4,q_head_rmsnorm,Q Head RMSNorm,vllm_process_latency|ctx=4-8K|event=input1_layer31|layer=31|q_len=4096|process=04|id=q_head_rmsnorm|name=q_head_rmsnorm,ok,,2435165374064655,2435165374512009,447354,"[4096,6144]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer31,4-8K,69298,1,1,prefill_chunk,4096,31,full_attention,4096,5,k_head_rmsnorm,K Head RMSNorm,vllm_process_latency|ctx=4-8K|event=input1_layer31|layer=31|q_len=4096|process=05|id=k_head_rmsnorm|name=k_head_rmsnorm,ok,,2435165375812820,2435165376073133,260313,"[4096,1024]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer31,4-8K,69298,1,1,prefill_chunk,4096,31,full_attention,4096,6,mrope_table_lookup,MROPE Cos/Sin Table Lookup And Axis Remap,vllm_process_latency|ctx=4-8K|event=input1_layer31|layer=31|q_len=4096|process=06|id=mrope_table_lookup|name=mrope_table_lookup,ok,,2435165377307784,2435165377766578,458794,"[3,4096]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer31,4-8K,69298,1,1,prefill_chunk,4096,31,full_attention,4096,7,q_rope_apply,Q RoPE Application,vllm_process_latency|ctx=4-8K|event=input1_layer31|layer=31|q_len=4096|process=07|id=q_rope_apply|name=q_rope_apply,ok,,2435165378928278,2435165379583664,655386,"[4096,6144]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer31,4-8K,69298,1,1,prefill_chunk,4096,31,full_attention,4096,8,k_rope_apply,K RoPE Application,vllm_process_latency|ctx=4-8K|event=input1_layer31|layer=31|q_len=4096|process=08|id=k_rope_apply|name=k_rope_apply,ok,,2435165380986226,2435165381295339,309113,"[4096,1024]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
input1_layer31,4-8K,69298,1,1,prefill_chunk,4096,31,full_attention,4096,9,vllm_attention_and_kv_cache,vLLM Attention And KV Cache Update,vllm_process_latency|ctx=4-8K|event=input1_layer31|layer=31|q_len=4096|process=09|id=vllm_attention_and_kv_cache|name=vllm_attention_and_kv_cache,ok,,2435165382925934,2435165431807119,48881185,"[4096,6144]",/data3/Projects/scnet_ssh/remote-home/testdata/profile_runs/selected_layer_fx_20260707_codex/process_latency/contexts/4-8K/trace/process_latency_events.csv
